表層形, 品詞, 品詞細分類1, 品詞細分類2, 品詞細分類3, 活用型, 活用形, 原形, 読み, 発音
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
さ,副詞,助詞類接続,*,*,*,*,さ,サ,サ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
きつ,形容詞,自立,*,*,形容詞・アウオ段,ガル接続,きつい,キツ,キツ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
二,名詞,数,*,*,*,*,二,ニ,ニ
人,名詞,接尾,助数詞,*,*,*,人,ニン,ニン
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
めがね,名詞,一般,*,*,*,*,めがね,メガネ,メガネ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
づしたり,名詞,一般,*,*,*,*,づしたり,*,*
、,記号,読点,*,*,*,*,、,、,、
カフスボタン,名詞,一般,*,*,*,*,カフスボタン,カフスボタン,カフスボタン
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
とつ,名詞,一般,*,*,*,*,とつ,トツ,トツ
たり,助詞,並立助詞,*,*,*,*,たり,タリ,タリ
、,記号,読点,*,*,*,*,、,、,、
みんな,名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ
金庫,名詞,一般,*,*,*,*,金庫,キンコ,キンコ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
中,名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
入れ,動詞,自立,*,*,一段,連用形,入れる,イレ,イレ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
ぱちんと,名詞,一般,*,*,*,*,ぱちんと,*,*
錠,名詞,一般,*,*,*,*,錠,ジョウ,ジョー
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
かけ,動詞,自立,*,*,一段,連用形,かける,カケ,カケ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
すこし,副詞,助詞類接続,*,*,*,*,すこし,スコシ,スコシ
行き,動詞,自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
と,助詞,接続助詞,*,*,*,*,と,ト,ト
また,接続詞,*,*,*,*,*,また,マタ,マタ
扉,名詞,一般,*,*,*,*,扉,トビラ,トビラ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
あつ,形容詞,自立,*,*,形容詞・アウオ段,ガル接続,あつい,アツ,アツ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
前,名詞,副詞可能,*,*,*,*,前,マエ,マエ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
硝子,名詞,一般,*,*,*,*,硝子,ガラス,ガラス
の,助詞,連体化,*,*,*,*,の,ノ,ノ
壺,名詞,一般,*,*,*,*,壺,ツボ,ツボ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
一つ,名詞,一般,*,*,*,*,一つ,ヒトツ,ヒトツ
あり,動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
扉,名詞,一般,*,*,*,*,扉,トビラ,トビラ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
斯,名詞,一般,*,*,*,*,斯,*,*
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
書い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
あり,動詞,非自立,*,*,五段・ラ行,連用形,ある,アリ,アリ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
壺,名詞,一般,*,*,*,*,壺,ツボ,ツボ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
なか,名詞,非自立,副詞可能,*,*,*,なか,ナカ,ナカ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
クリーム,名詞,一般,*,*,*,*,クリーム,クリーム,クリーム
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
顔,名詞,一般,*,*,*,*,顔,カオ,カオ
や,助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
手足,名詞,一般,*,*,*,*,手足,テアシ,テアシ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
す,動詞,自立,*,*,サ変・スル,文語基本形,する,ス,ス
つかり,動詞,自立,*,*,五段・ラ行,連用形,つかる,ツカリ,ツカリ
塗,名詞,一般,*,*,*,*,塗,ヌリ,ヌリ
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ください,動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,くださる,クダサイ,クダサイ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
みる,動詞,自立,*,*,一段,基本形,みる,ミル,ミル
と,助詞,接続助詞,*,*,*,*,と,ト,ト
たしかに,副詞,一般,*,*,*,*,たしかに,タシカニ,タシカニ
壺,名詞,一般,*,*,*,*,壺,ツボ,ツボ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
なか,名詞,非自立,副詞可能,*,*,*,なか,ナカ,ナカ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
もの,名詞,非自立,一般,*,*,*,もの,モノ,モノ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
牛乳,名詞,一般,*,*,*,*,牛乳,ギュウニュウ,ギューニュー
の,助詞,連体化,*,*,*,*,の,ノ,ノ
クリーム,名詞,一般,*,*,*,*,クリーム,クリーム,クリーム
でし,助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
クリーム,名詞,一般,*,*,*,*,クリーム,クリーム,クリーム
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
ぬれ,動詞,自立,*,*,五段・ラ行,命令ｅ,ぬる,ヌレ,ヌレ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
いふ,動詞,自立,*,*,四段・ハ行,基本形,いふ,イフ,ユウ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
どう,副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー
いふ,動詞,自立,*,*,四段・ハ行,基本形,いふ,イフ,ユウ
ん,名詞,非自立,一般,*,*,*,ん,ン,ン
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
これ,名詞,代名詞,一般,*,*,*,これ,コレ,コレ
はね,動詞,自立,*,*,一段,連用形,はねる,ハネ,ハネ
、,記号,読点,*,*,*,*,、,、,、
外,名詞,一般,*,*,*,*,外,ソト,ソト
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
ひじ,名詞,一般,*,*,*,*,ひじ,ヒジ,ヒジ
やう,名詞,非自立,助動詞語幹,*,*,*,やう,ヤウ,ヨー
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
寒い,形容詞,自立,*,*,形容詞・アウオ段,基本形,寒い,サムイ,サムイ
だら,助動詞,*,*,*,特殊・ダ,未然形,だ,ダラ,ダラ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
。,記号,句点,*,*,*,*,。,。,。
室,名詞,一般,*,*,*,*,室,シツ,シツ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
なか,名詞,非自立,副詞可能,*,*,*,なか,ナカ,ナカ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
あんまり,副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ
暖,名詞,一般,*,*,*,*,暖,ダン,ダン
いと,副詞,一般,*,*,*,*,いと,イト,イト
ひび,名詞,一般,*,*,*,*,ひび,ヒビ,ヒビ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
きれる,動詞,自立,*,*,一段,基本形,きれる,キレル,キレル
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ
、,記号,読点,*,*,*,*,、,、,、
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
予防,名詞,サ変接続,*,*,*,*,予防,ヨボウ,ヨボー
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
ん,名詞,非自立,一般,*,*,*,ん,ン,ン
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
どうも,副詞,一般,*,*,*,*,どうも,ドウモ,ドーモ
奥,名詞,一般,*,*,*,*,奥,オク,オク
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
よほど,副詞,一般,*,*,*,*,よほど,ヨホド,ヨホド
えらい,形容詞,自立,*,*,形容詞・アウオ段,基本形,えらい,エライ,エライ
ひと,名詞,一般,*,*,*,*,ひと,ヒト,ヒト
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
き,動詞,自立,*,*,カ変・クル,連用形,くる,キ,キ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ゐる,動詞,自立,*,*,一段,基本形,ゐる,ヰル,イル
。,記号,句点,*,*,*,*,。,。,。
こんな,連体詞,*,*,*,*,*,こんな,コンナ,コンナ
とこ,名詞,一般,*,*,*,*,とこ,トコ,トコ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
、,記号,読点,*,*,*,*,、,、,、
案外,副詞,助詞類接続,*,*,*,*,案外,アンガイ,アンガイ
ぼく,名詞,代名詞,一般,*,*,*,ぼく,ボク,ボク
ら,名詞,接尾,一般,*,*,*,ら,ラ,ラ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
貴族,名詞,一般,*,*,*,*,貴族,キゾク,キゾク
と,助詞,格助詞,引用,*,*,*,と,ト,ト
ちかづき,動詞,自立,*,*,五段・カ行イ音便,連用形,ちかづく,チカヅキ,チカズキ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
なる,動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル
かも,助詞,副助詞,*,*,*,*,かも,カモ,カモ
知れ,動詞,自立,*,*,一段,未然形,知れる,シレ,シレ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
よ,助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
二,名詞,数,*,*,*,*,二,ニ,ニ
人,名詞,接尾,助数詞,*,*,*,人,ニン,ニン
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
壺,名詞,一般,*,*,*,*,壺,ツボ,ツボ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
クリーム,名詞,一般,*,*,*,*,クリーム,クリーム,クリーム
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
、,記号,読点,*,*,*,*,、,、,、
顔,名詞,一般,*,*,*,*,顔,カオ,カオ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
塗,名詞,一般,*,*,*,*,塗,ヌリ,ヌリ
つて,名詞,一般,*,*,*,*,つて,ツテ,ツテ
手,名詞,接尾,一般,*,*,*,手,シュ,シュ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
塗,名詞,一般,*,*,*,*,塗,ヌリ,ヌリ
つて,名詞,一般,*,*,*,*,つて,ツテ,ツテ
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ
靴下,名詞,一般,*,*,*,*,靴下,クツシタ,クツシタ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
ぬい,動詞,自立,*,*,五段・ガ行,連用タ接続,ぬぐ,ヌイ,ヌイ
で,助詞,接続助詞,*,*,*,*,で,デ,デ
足,名詞,一般,*,*,*,*,足,アシ,アシ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
塗り,動詞,自立,*,*,五段・ラ行,連用形,塗る,ヌリ,ヌリ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
それでも,接続詞,*,*,*,*,*,それでも,ソレデモ,ソレデモ
まだ,副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ
残,名詞,一般,*,*,*,*,残,ザン,ザン
つて,名詞,一般,*,*,*,*,つて,ツテ,ツテ
ゐ,動詞,自立,*,*,一段,連用形,ゐる,ヰ,イ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ
、,記号,読点,*,*,*,*,、,、,、
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
二,名詞,数,*,*,*,*,二,ニ,ニ
人,名詞,接尾,助数詞,*,*,*,人,ニン,ニン
とも,助詞,副助詞,*,*,*,*,とも,トモ,トモ
めいめい,名詞,一般,*,*,*,*,めいめい,メイメイ,メイメイ
こ,動詞,自立,*,*,カ変・クル,未然形,くる,コ,コ
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ
そり,名詞,一般,*,*,*,*,そり,ソリ,ソリ
顔,名詞,接尾,一般,*,*,*,顔,ガオ,ガオ
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
塗る,動詞,自立,*,*,五段・ラ行,基本形,塗る,ヌル,ヌル
ふり,名詞,非自立,一般,*,*,*,ふり,フリ,フリ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
ながら,助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ
喰,名詞,一般,*,*,*,*,喰,*,*
べ,助詞,終助詞,*,*,*,*,べ,ベ,ベ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
それから,接続詞,*,*,*,*,*,それから,ソレカラ,ソレカラ
大急ぎ,名詞,一般,*,*,*,*,大急ぎ,オオイソギ,オーイソギ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
扉,名詞,一般,*,*,*,*,扉,トビラ,トビラ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
あけ,動詞,自立,*,*,一段,連用形,あける,アケ,アケ
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
と,助詞,接続助詞,*,*,*,*,と,ト,ト
、,記号,読点,*,*,*,*,、,、,、
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
裏側,名詞,一般,*,*,*,*,裏側,ウラガワ,ウラガワ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
「,記号,括弧開,*,*,*,*,「,「,「
クリーム,名詞,一般,*,*,*,*,クリーム,クリーム,クリーム
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
よく,副詞,一般,*,*,*,*,よく,ヨク,ヨク
塗り,動詞,自立,*,*,五段・ラ行,連用形,塗る,ヌリ,ヌリ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
、,記号,読点,*,*,*,*,、,、,、
耳,名詞,一般,*,*,*,*,耳,ミミ,ミミ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
も,助詞,係助詞,*,*,*,*,も,モ,モ
よく,副詞,一般,*,*,*,*,よく,ヨク,ヨク
塗り,動詞,自立,*,*,五段・ラ行,連用形,塗る,ヌリ,ヌリ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
、,記号,読点,*,*,*,*,、,、,、
」,記号,括弧閉,*,*,*,*,」,」,」
と,助詞,格助詞,引用,*,*,*,と,ト,ト
書い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
あ,フィラー,*,*,*,*,*,あ,ア,ア
つて,名詞,一般,*,*,*,*,つて,ツテ,ツテ
、,記号,読点,*,*,*,*,、,、,、
ち,動詞,自立,*,*,五段・ラ行,体言接続特殊２,ちる,チ,チ
ひ,動詞,自立,*,*,一段,連用形,ひる,ヒ,ヒ
さ,名詞,接尾,特殊,*,*,*,さ,サ,サ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
クリーム,名詞,一般,*,*,*,*,クリーム,クリーム,クリーム
の,助詞,連体化,*,*,*,*,の,ノ,ノ
壺,名詞,一般,*,*,*,*,壺,ツボ,ツボ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
こ,名詞,一般,*,*,*,*,こ,コ,コ
ゝ,記号,一般,*,*,*,*,ゝ,ゝ,ゝ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
も,助詞,係助詞,*,*,*,*,も,モ,モ
置い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,置く,オイ,オイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
あり,動詞,非自立,*,*,五段・ラ行,連用形,ある,アリ,アリ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
さ,副詞,助詞類接続,*,*,*,*,さ,サ,サ
うさ,名詞,一般,*,*,*,*,うさ,ウサ,ウサ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
、,記号,読点,*,*,*,*,、,、,、
ぼく,名詞,代名詞,一般,*,*,*,ぼく,ボク,ボク
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
耳,名詞,一般,*,*,*,*,耳,ミミ,ミミ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
塗ら,動詞,自立,*,*,五段・ラ行,未然形,塗る,ヌラ,ヌラ
なかつ,助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカツ,ナカッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
あぶなく,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,あぶない,アブナク,アブナク
耳,名詞,一般,*,*,*,*,耳,ミミ,ミミ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
ひ,動詞,自立,*,*,一段,連用形,ひる,ヒ,ヒ
ゞ,記号,一般,*,*,*,*,ゞ,ゞ,ゞ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
切らす,動詞,自立,*,*,五段・サ行,基本形,切らす,キラス,キラス
とこ,名詞,一般,*,*,*,*,とこ,トコ,トコ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
こ,名詞,一般,*,*,*,*,こ,コ,コ
ゝ,記号,一般,*,*,*,*,ゝ,ゝ,ゝ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
主人,名詞,一般,*,*,*,*,主人,シュジン,シュジン
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
じつに,副詞,一般,*,*,*,*,じつに,ジツニ,ジツニ
用意,名詞,サ変接続,*,*,*,*,用意,ヨウイ,ヨーイ
周到,名詞,形容動詞語幹,*,*,*,*,周到,シュウトウ,シュートー
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
ね,助詞,終助詞,*,*,*,*,ね,ネ,ネ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
あゝ,感動詞,*,*,*,*,*,あゝ,アア,アー
、,記号,読点,*,*,*,*,、,、,、
細かい,形容詞,自立,*,*,形容詞・アウオ段,基本形,細かい,コマカイ,コマカイ
とこ,名詞,一般,*,*,*,*,とこ,トコ,トコ
まで,助詞,副助詞,*,*,*,*,まで,マデ,マデ
よく,副詞,一般,*,*,*,*,よく,ヨク,ヨク
気,名詞,一般,*,*,*,*,気,キ,キ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
つく,動詞,自立,*,*,五段・カ行イ音便,基本形,つく,ツク,ツク
よ,助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
。,記号,句点,*,*,*,*,。,。,。
ところで,接続詞,*,*,*,*,*,ところで,トコロデ,トコロデ
ぼく,名詞,代名詞,一般,*,*,*,ぼく,ボク,ボク
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
早く,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,早い,ハヤク,ハヤク
何,名詞,代名詞,一般,*,*,*,何,ナニ,ナニ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
喰,名詞,一般,*,*,*,*,喰,*,*
べた,名詞,一般,*,*,*,*,べた,ベタ,ベタ
いん,動詞,自立,*,*,五段・マ行,連用タ接続,いむ,イン,イン
だ,助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
、,記号,読点,*,*,*,*,、,、,、
どうも,副詞,一般,*,*,*,*,どうも,ドウモ,ドーモ
斯,名詞,一般,*,*,*,*,斯,*,*
う,感動詞,*,*,*,*,*,う,ウ,ウ
どこ,名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ
まで,助詞,副助詞,*,*,*,*,まで,マデ,マデ
も,助詞,係助詞,*,*,*,*,も,モ,モ
廊下,名詞,一般,*,*,*,*,廊下,ロウカ,ローカ
ぢ,名詞,一般,*,*,*,*,ぢ,ヂ,ジ
や,助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
仕方,名詞,ナイ形容詞語幹,*,*,*,*,仕方,シカタ,シカタ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
ね,助詞,終助詞,*,*,*,*,ね,ネ,ネ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
すると,接続詞,*,*,*,*,*,すると,スルト,スルト
すぐ,副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
前,名詞,副詞可能,*,*,*,*,前,マエ,マエ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
次,名詞,一般,*,*,*,*,次,ツギ,ツギ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
戸,名詞,一般,*,*,*,*,戸,ト,ト
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
あり,動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
料理,名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
もうすぐ,副詞,一般,*,*,*,*,もうすぐ,モウスグ,モースグ
でき,動詞,自立,*,*,一段,連用形,できる,デキ,デキ
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。,記号,句点,*,*,*,*,。,。,。
十,名詞,数,*,*,*,*,十,ジュウ,ジュー
五,名詞,数,*,*,*,*,五,ゴ,ゴ
分,名詞,接尾,助数詞,*,*,*,分,フン,フン
と,助詞,並立助詞,*,*,*,*,と,ト,ト
お,接頭詞,名詞接続,*,*,*,*,お,オ,オ
待た,動詞,自立,*,*,五段・タ行,未然形,待つ,マタ,マタ
せ,動詞,接尾,*,*,一段,連用形,せる,セ,セ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
いたし,動詞,自立,*,*,五段・サ行,連用形,いたす,イタシ,イタシ
ませ,助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ
ん,助動詞,*,*,*,不変化型,基本形,ん,ン,ン
。,記号,句点,*,*,*,*,。,。,。
すぐ,副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ
たべ,動詞,自立,*,*,一段,未然形,たべる,タベ,タベ
られ,動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。,記号,句点,*,*,*,*,。,。,。
早く,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,早い,ハヤク,ハヤク
あなた,名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
頭,名詞,一般,*,*,*,*,頭,アタマ,アタマ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
瓶,名詞,一般,*,*,*,*,瓶,ビン,ビン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
中,名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
香水,名詞,一般,*,*,*,*,香水,コウスイ,コースイ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
よく,副詞,一般,*,*,*,*,よく,ヨク,ヨク
振りかけ,動詞,自立,*,*,一段,連用形,振りかける,フリカケ,フリカケ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ください,動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,くださる,クダサイ,クダサイ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
そして,接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
戸,名詞,一般,*,*,*,*,戸,ト,ト
の,助詞,連体化,*,*,*,*,の,ノ,ノ
前,名詞,副詞可能,*,*,*,*,前,マエ,マエ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
金ピカ,名詞,一般,*,*,*,*,金ピカ,キンピカ,キンピカ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
香水,名詞,一般,*,*,*,*,香水,コウスイ,コースイ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
瓶,名詞,一般,*,*,*,*,瓶,ビン,ビン
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
