表層形, 品詞, 品詞細分類1, 品詞細分類2, 品詞細分類3, 活用型, 活用形, 原形, 読み, 発音
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
人,名詞,一般,*,*,*,*,人,ヒト,ヒト
の,助詞,連体化,*,*,*,*,の,ノ,ノ
命,名詞,一般,*,*,*,*,命,イノチ,イノチ
も,助詞,係助詞,*,*,*,*,も,モ,モ
問題,名詞,ナイ形容詞語幹,*,*,*,*,問題,モンダイ,モンダイ
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
なんだか,副詞,一般,*,*,*,*,なんだか,ナンダカ,ナンダカ
、,記号,読点,*,*,*,*,、,、,、
もっと,副詞,一般,*,*,*,*,もっと,モット,モット
恐ろしく,形容詞,自立,*,*,形容詞・イ段,連用テ接続,恐ろしい,オソロシク,オソロシク
大きい,形容詞,自立,*,*,形容詞・イ段,基本形,大きい,オオキイ,オーキイ
もの,名詞,非自立,一般,*,*,*,もの,モノ,モノ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
為,名詞,非自立,副詞可能,*,*,*,為,タメ,タメ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
走っ,動詞,自立,*,*,五段・ラ行,連用タ接続,走る,ハシッ,ハシッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
つい,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,つく,ツイ,ツイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
来い,動詞,非自立,*,*,カ変・来ル,命令ｉ,来る,コイ,コイ
！,記号,一般,*,*,*,*,！,！,！
　,記号,空白,*,*,*,*,　,　,
フィロストラトス,名詞,一般,*,*,*,*,フィロストラトス,*,*
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
ああ,感動詞,*,*,*,*,*,ああ,アア,アー
、,記号,読点,*,*,*,*,、,、,、
あなた,名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
気,名詞,一般,*,*,*,*,気,キ,キ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
狂っ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,狂う,クルッ,クルッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。,記号,句点,*,*,*,*,。,。,。
それでは,接続詞,*,*,*,*,*,それでは,ソレデハ,ソレデワ
、,記号,読点,*,*,*,*,、,、,、
うんと,副詞,一般,*,*,*,*,うんと,ウント,ウント
走る,動詞,自立,*,*,五段・ラ行,基本形,走る,ハシル,ハシル
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
いい,形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イイ
。,記号,句点,*,*,*,*,。,。,。
ひょっとしたら,副詞,一般,*,*,*,*,ひょっとしたら,ヒョットシタラ,ヒョットシタラ
、,記号,読点,*,*,*,*,、,、,、
間に合わ,動詞,自立,*,*,五段・ワ行促音便,未然形,間に合う,マニアワ,マニアワ
ぬ,助動詞,*,*,*,特殊・ヌ,基本形,ぬ,ヌ,ヌ
もの,名詞,非自立,一般,*,*,*,もの,モノ,モノ
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
も,助詞,係助詞,*,*,*,*,も,モ,モ
ない,形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ
。,記号,句点,*,*,*,*,。,。,。
走る,動詞,自立,*,*,五段・ラ行,基本形,走る,ハシル,ハシル
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
いい,形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イイ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
言う,動詞,自立,*,*,五段・ワ行促音便,基本形,言う,イウ,イウ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
や,助詞,係助詞,*,*,*,*,や,ヤ,ヤ
及ぶ,動詞,自立,*,*,五段・バ行,基本形,及ぶ,オヨブ,オヨブ
。,記号,句点,*,*,*,*,。,。,。
まだ,副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ
陽,名詞,一般,*,*,*,*,陽,ヒ,ヒ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
沈ま,動詞,自立,*,*,五段・マ行,未然形,沈む,シズマ,シズマ
ぬ,助動詞,*,*,*,特殊・ヌ,基本形,ぬ,ヌ,ヌ
。,記号,句点,*,*,*,*,。,。,。
最後,名詞,一般,*,*,*,*,最後,サイゴ,サイゴ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
死力,名詞,一般,*,*,*,*,死力,シリョク,シリョク
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
尽し,動詞,自立,*,*,五段・サ行,連用形,尽す,ツクシ,ツクシ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
メロス,名詞,一般,*,*,*,*,メロス,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
走っ,動詞,自立,*,*,五段・ラ行,連用タ接続,走る,ハシッ,ハシッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
メロス,名詞,一般,*,*,*,*,メロス,*,*
の,助詞,連体化,*,*,*,*,の,ノ,ノ
頭,名詞,一般,*,*,*,*,頭,アタマ,アタマ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
からっぽ,名詞,一般,*,*,*,*,からっぽ,カラッポ,カラッポ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
何一つ,副詞,一般,*,*,*,*,何一つ,ナニヒトツ,ナニヒトツ
考え,動詞,自立,*,*,一段,連用形,考える,カンガエ,カンガエ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
い,動詞,非自立,*,*,一段,未然形,いる,イ,イ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
。,記号,句点,*,*,*,*,。,。,。
ただ,接続詞,*,*,*,*,*,ただ,タダ,タダ
、,記号,読点,*,*,*,*,、,、,、
わけ,名詞,一般,*,*,*,*,わけ,ワケ,ワケ
の,助詞,格助詞,一般,*,*,*,の,ノ,ノ
わから,動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ
ぬ,助動詞,*,*,*,特殊・ヌ,基本形,ぬ,ヌ,ヌ
大きな,連体詞,*,*,*,*,*,大きな,オオキナ,オーキナ
力,名詞,一般,*,*,*,*,力,チカラ,チカラ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
ひきずら,動詞,自立,*,*,五段・ラ行,未然形,ひきずる,ヒキズラ,ヒキズラ
れ,動詞,接尾,*,*,一段,連用形,れる,レ,レ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
走っ,動詞,自立,*,*,五段・ラ行,連用タ接続,走る,ハシッ,ハシッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
陽,名詞,一般,*,*,*,*,陽,ヒ,ヒ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
ゆらゆら,副詞,一般,*,*,*,*,ゆらゆら,ユラユラ,ユラユラ
地平線,名詞,一般,*,*,*,*,地平線,チヘイセン,チヘイセン
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
没し,動詞,自立,*,*,五段・サ行,連用形,没す,ボッシ,ボッシ
、,記号,読点,*,*,*,*,、,、,、
まさに,副詞,一般,*,*,*,*,まさに,マサニ,マサニ
最後,名詞,一般,*,*,*,*,最後,サイゴ,サイゴ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
一片,名詞,一般,*,*,*,*,一片,イッペン,イッペン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
残,名詞,一般,*,*,*,*,残,ザン,ザン
光,名詞,接尾,一般,*,*,*,光,コウ,コー
も,助詞,係助詞,*,*,*,*,も,モ,モ
、,記号,読点,*,*,*,*,、,、,、
消えよ,動詞,自立,*,*,一段,未然ウ接続,消える,キエヨ,キエヨ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
時,名詞,非自立,副詞可能,*,*,*,時,トキ,トキ
、,記号,読点,*,*,*,*,、,、,、
メロス,名詞,一般,*,*,*,*,メロス,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
疾風,名詞,一般,*,*,*,*,疾風,シップウ,シップー
の,助詞,連体化,*,*,*,*,の,ノ,ノ
如く,助動詞,*,*,*,文語・ゴトシ,連用形,如し,ゴトク,ゴトク
刑場,名詞,一般,*,*,*,*,刑場,ケイジョウ,ケイジョー
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
突入,名詞,サ変接続,*,*,*,*,突入,トツニュウ,トツニュー
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
間に合っ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,間に合う,マニアッ,マニアッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
待て,動詞,自立,*,*,五段・タ行,命令ｅ,待つ,マテ,マテ
。,記号,句点,*,*,*,*,。,。,。
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
人,名詞,一般,*,*,*,*,人,ヒト,ヒト
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
殺し,動詞,自立,*,*,五段・サ行,連用形,殺す,コロシ,コロシ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
なら,動詞,非自立,*,*,五段・ラ行,未然形,なる,ナラ,ナラ
ぬ,助動詞,*,*,*,特殊・ヌ,基本形,ぬ,ヌ,ヌ
。,記号,句点,*,*,*,*,。,。,。
メロス,名詞,一般,*,*,*,*,メロス,*,*
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
帰っ,動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
来,動詞,非自立,*,*,カ変・来ル,連用形,来る,キ,キ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
約束,名詞,サ変接続,*,*,*,*,約束,ヤクソク,ヤクソク
の,助詞,連体化,*,*,*,*,の,ノ,ノ
とおり,名詞,非自立,副詞可能,*,*,*,とおり,トオリ,トーリ
、,記号,読点,*,*,*,*,、,、,、
いま,名詞,副詞可能,*,*,*,*,いま,イマ,イマ
、,記号,読点,*,*,*,*,、,、,、
帰っ,動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
来,動詞,非自立,*,*,カ変・来ル,連用形,来る,キ,キ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
と,助詞,格助詞,引用,*,*,*,と,ト,ト
大声,名詞,一般,*,*,*,*,大声,オオゴエ,オーゴエ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
刑場,名詞,一般,*,*,*,*,刑場,ケイジョウ,ケイジョー
の,助詞,連体化,*,*,*,*,の,ノ,ノ
群衆,名詞,一般,*,*,*,*,群衆,グンシュウ,グンシュー
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
むかっ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,むかう,ムカッ,ムカッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
叫ん,動詞,自立,*,*,五段・バ行,連用タ接続,叫ぶ,サケン,サケン
だ,助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ
つもり,名詞,非自立,一般,*,*,*,つもり,ツモリ,ツモリ
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
あっ,助動詞,*,*,*,五段・ラ行アル,連用タ接続,ある,アッ,アッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
、,記号,読点,*,*,*,*,、,、,、
喉,名詞,一般,*,*,*,*,喉,ノド,ノド
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
つぶれ,動詞,自立,*,*,一段,連用形,つぶれる,ツブレ,ツブレ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
嗄れ,動詞,自立,*,*,一段,連用形,嗄れる,シワガレ,シワガレ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
声,名詞,一般,*,*,*,*,声,コエ,コエ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
幽か,名詞,形容動詞語幹,*,*,*,*,幽か,カスカ,カスカ
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
出,動詞,自立,*,*,一段,連用形,出る,デ,デ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
ばかり,助詞,副助詞,*,*,*,*,ばかり,バカリ,バカリ
、,記号,読点,*,*,*,*,、,、,、
群衆,名詞,一般,*,*,*,*,群衆,グンシュウ,グンシュー
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
ひとり,名詞,一般,*,*,*,*,ひとり,ヒトリ,ヒトリ
として,助詞,格助詞,連語,*,*,*,として,トシテ,トシテ
彼,名詞,代名詞,一般,*,*,*,彼,カレ,カレ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
到着,名詞,サ変接続,*,*,*,*,到着,トウチャク,トーチャク
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
気がつか,動詞,自立,*,*,五段・カ行イ音便,未然形,気がつく,キガツカ,キガツカ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
。,記号,句点,*,*,*,*,。,。,。
すでに,副詞,一般,*,*,*,*,すでに,スデニ,スデニ
磔,名詞,一般,*,*,*,*,磔,ハリツケ,ハリツケ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
柱,名詞,一般,*,*,*,*,柱,ハシラ,ハシラ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
高々,副詞,一般,*,*,*,*,高々,タカダカ,タカダカ
と,助詞,副詞化,*,*,*,*,と,ト,ト
立て,動詞,自立,*,*,一段,未然形,立てる,タテ,タテ
られ,動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ
、,記号,読点,*,*,*,*,、,、,、
縄,名詞,一般,*,*,*,*,縄,ナワ,ナワ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
打た,動詞,自立,*,*,五段・タ行,未然形,打つ,ウタ,ウタ
れ,動詞,接尾,*,*,一段,連用形,れる,レ,レ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
セリヌンティウス,名詞,一般,*,*,*,*,セリヌンティウス,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
徐々に,副詞,一般,*,*,*,*,徐々に,ジョジョニ,ジョジョニ
釣り上げ,動詞,自立,*,*,一段,未然形,釣り上げる,ツリアゲ,ツリアゲ
られ,動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ゆく,動詞,非自立,*,*,五段・カ行促音便ユク,基本形,ゆく,ユク,ユク
。,記号,句点,*,*,*,*,。,。,。
メロス,名詞,一般,*,*,*,*,メロス,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
目撃,名詞,サ変接続,*,*,*,*,目撃,モクゲキ,モクゲキ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
最後,名詞,一般,*,*,*,*,最後,サイゴ,サイゴ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
勇,名詞,固有名詞,人名,姓,*,*,勇,イサム,イサム
、,記号,読点,*,*,*,*,、,、,、
先刻,名詞,副詞可能,*,*,*,*,先刻,センコク,センコク
、,記号,読点,*,*,*,*,、,、,、
濁流,名詞,一般,*,*,*,*,濁流,ダクリュウ,ダクリュー
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
泳い,動詞,自立,*,*,五段・ガ行,連用タ接続,泳ぐ,オヨイ,オヨイ
だ,助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ
よう,名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
群衆,名詞,一般,*,*,*,*,群衆,グンシュウ,グンシュー
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
掻き,動詞,自立,*,*,五段・カ行イ音便,連用形,掻く,カキ,カキ
わけ,動詞,自立,*,*,一段,連用形,わける,ワケ,ワケ
、,記号,読点,*,*,*,*,、,、,、
掻き,動詞,自立,*,*,五段・カ行イ音便,連用形,掻く,カキ,カキ
わけ,動詞,自立,*,*,一段,連用形,わける,ワケ,ワケ
、,記号,読点,*,*,*,*,、,、,、
「,記号,括弧開,*,*,*,*,「,「,「
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
、,記号,読点,*,*,*,*,、,、,、
刑,名詞,一般,*,*,*,*,刑,ケイ,ケイ
吏,名詞,一般,*,*,*,*,吏,*,*
！,記号,一般,*,*,*,*,！,！,！
　,記号,空白,*,*,*,*,　,　,
殺さ,動詞,自立,*,*,五段・サ行,未然形,殺す,コロサ,コロサ
れる,動詞,接尾,*,*,一段,基本形,れる,レル,レル
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
メロス,名詞,一般,*,*,*,*,メロス,*,*
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
彼,名詞,代名詞,一般,*,*,*,彼,カレ,カレ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
人質,名詞,一般,*,*,*,*,人質,ヒトジチ,ヒトジチ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
ここ,名詞,代名詞,一般,*,*,*,ここ,ココ,ココ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
いる,動詞,自立,*,*,一段,基本形,いる,イル,イル
！,記号,一般,*,*,*,*,！,！,！
」,記号,括弧閉,*,*,*,*,」,」,」
と,助詞,格助詞,引用,*,*,*,と,ト,ト
、,記号,読点,*,*,*,*,、,、,、
かすれ,動詞,自立,*,*,一段,連用形,かすれる,カスレ,カスレ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
声,名詞,一般,*,*,*,*,声,コエ,コエ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
精,名詞,一般,*,*,*,*,精,セイ,セイ
一ぱい,名詞,サ変接続,*,*,*,*,一ぱい,イッパイ,イッパイ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
叫び,動詞,自立,*,*,五段・バ行,連用形,叫ぶ,サケビ,サケビ
ながら,助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ
、,記号,読点,*,*,*,*,、,、,、
ついに,副詞,一般,*,*,*,*,ついに,ツイニ,ツイニ
磔,名詞,一般,*,*,*,*,磔,ハリツケ,ハリツケ
台,名詞,接尾,一般,*,*,*,台,ダイ,ダイ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
昇り,動詞,自立,*,*,五段・ラ行,連用形,昇る,ノボリ,ノボリ
、,記号,読点,*,*,*,*,、,、,、
釣り上げ,動詞,自立,*,*,一段,未然形,釣り上げる,ツリアゲ,ツリアゲ
られ,動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ゆく,動詞,非自立,*,*,五段・カ行促音便ユク,基本形,ゆく,ユク,ユク
友,名詞,一般,*,*,*,*,友,トモ,トモ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
両足,名詞,一般,*,*,*,*,両足,リョウアシ,リョーアシ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
、,記号,読点,*,*,*,*,、,、,、
齧り,動詞,自立,*,*,五段・ラ行,連用形,齧る,カジリ,カジリ
つい,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,つく,ツイ,ツイ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
群衆,名詞,一般,*,*,*,*,群衆,グンシュウ,グンシュー
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
どよめい,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,どよめく,ドヨメイ,ドヨメイ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
あっぱれ,名詞,形容動詞語幹,*,*,*,*,あっぱれ,アッパレ,アッパレ
。,記号,句点,*,*,*,*,。,。,。
ゆるせ,動詞,自立,*,*,一段,連用形,ゆるせる,ユルセ,ユルセ
、,記号,読点,*,*,*,*,、,、,、
と,助詞,格助詞,引用,*,*,*,と,ト,ト
口々,名詞,一般,*,*,*,*,口々,クチグチ,クチグチ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
わめい,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,わめく,ワメイ,ワメイ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
セリヌンティウス,名詞,一般,*,*,*,*,セリヌンティウス,*,*
の,助詞,連体化,*,*,*,*,の,ノ,ノ
縄,名詞,一般,*,*,*,*,縄,ナワ,ナワ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
ほどか,動詞,自立,*,*,五段・カ行イ音便,未然形,ほどく,ホドカ,ホドカ
れ,動詞,接尾,*,*,一段,連用形,れる,レ,レ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
ある,助動詞,*,*,*,五段・ラ行アル,基本形,ある,アル,アル
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
セリヌンティウス,名詞,一般,*,*,*,*,セリヌンティウス,*,*
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
メロス,名詞,一般,*,*,*,*,メロス,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
眼,名詞,一般,*,*,*,*,眼,メ,メ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
涙,名詞,一般,*,*,*,*,涙,ナミダ,ナミダ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
浮べ,動詞,自立,*,*,一段,連用形,浮べる,ウカベ,ウカベ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
言っ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
殴れ,動詞,自立,*,*,五段・ラ行,命令ｅ,殴る,ナグレ,ナグレ
。,記号,句点,*,*,*,*,。,。,。
ちか,名詞,固有名詞,人名,名,*,*,ちか,チカ,チカ
ら,名詞,接尾,一般,*,*,*,ら,ラ,ラ
一ぱい,名詞,サ変接続,*,*,*,*,一ぱい,イッパイ,イッパイ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
頬,名詞,一般,*,*,*,*,頬,ホオ,ホー
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
殴れ,動詞,自立,*,*,五段・ラ行,命令ｅ,殴る,ナグレ,ナグレ
。,記号,句点,*,*,*,*,。,。,。
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
途中,名詞,副詞可能,*,*,*,*,途中,トチュウ,トチュー
で,助詞,格助詞,一般,*,*,*,で,デ,デ
一,名詞,数,*,*,*,*,一,イチ,イチ
度,名詞,接尾,助数詞,*,*,*,度,ド,ド
、,記号,読点,*,*,*,*,、,、,、
悪い,形容詞,自立,*,*,形容詞・アウオ段,基本形,悪い,ワルイ,ワルイ
夢,名詞,一般,*,*,*,*,夢,ユメ,ユメ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
見,動詞,自立,*,*,一段,連用形,見る,ミ,ミ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
君,名詞,代名詞,一般,*,*,*,君,キミ,キミ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
若し,副詞,一般,*,*,*,*,若し,モシ,モシ
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
殴っ,動詞,自立,*,*,五段・ラ行,連用タ接続,殴る,ナグッ,ナグッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
くれ,動詞,非自立,*,*,一段・クレル,未然形,くれる,クレ,クレ
なかっ,助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ
たら,助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ
、,記号,読点,*,*,*,*,、,、,、
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
君,名詞,代名詞,一般,*,*,*,君,キミ,キミ
と,助詞,格助詞,一般,*,*,*,と,ト,ト
抱擁,名詞,サ変接続,*,*,*,*,抱擁,ホウヨウ,ホーヨー
する,動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
