表層形, 品詞, 品詞細分類1, 品詞細分類2, 品詞細分類3, 活用型, 活用形, 原形, 読み, 発音
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
だら,助動詞,*,*,*,特殊・ダ,未然形,だ,ダラ,ダラ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
。,記号,句点,*,*,*,*,。,。,。
僕,名詞,代名詞,一般,*,*,*,僕,ボク,ボク
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
もつ,動詞,自立,*,*,五段・タ行,基本形,もつ,モツ,モツ
と,助詞,接続助詞,*,*,*,*,と,ト,ト
こころ,名詞,一般,*,*,*,*,こころ,ココロ,ココロ
もち,名詞,一般,*,*,*,*,もち,モチ,モチ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
きれい,名詞,形容動詞語幹,*,*,*,*,きれい,キレイ,キレイ
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
大きく,形容詞,自立,*,*,形容詞・イ段,連用テ接続,大きい,オオキク,オーキク
もた,動詞,自立,*,*,五段・タ行,未然形,もつ,モタ,モタ
なけれ,助動詞,*,*,*,特殊・ナイ,仮定形,ない,ナケレ,ナケレ
ば,助詞,接続助詞,*,*,*,*,ば,バ,バ
いけ,動詞,非自立,*,*,一段,未然形,いける,イケ,イケ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
。,記号,句点,*,*,*,*,。,。,。
あすこ,名詞,一般,*,*,*,*,あすこ,アスコ,アスコ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
岸,名詞,一般,*,*,*,*,岸,キシ,キシ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
ず,助動詞,*,*,*,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ
うつ,名詞,一般,*,*,*,*,うつ,ウツ,ウツ
と,助詞,並立助詞,*,*,*,*,と,ト,ト
向う,名詞,一般,*,*,*,*,向う,ムコウ,ムコー
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
まるで,副詞,一般,*,*,*,*,まるで,マルデ,マルデ
けむり,動詞,自立,*,*,五段・ラ行,連用形,けむる,ケムリ,ケムリ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
やう,名詞,非自立,助動詞語幹,*,*,*,やう,ヤウ,ヨー
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
小さな,連体詞,*,*,*,*,*,小さな,チイサナ,チーサナ
青い,形容詞,自立,*,*,形容詞・アウオ段,基本形,青い,アオイ,アオイ
火,名詞,一般,*,*,*,*,火,ヒ,ヒ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
見える,動詞,自立,*,*,一段,基本形,見える,ミエル,ミエル
。,記号,句点,*,*,*,*,。,。,。
あれ,名詞,代名詞,一般,*,*,*,あれ,アレ,アレ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
ほん,名詞,一般,*,*,*,*,ほん,ホン,ホン
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
うに,名詞,一般,*,*,*,*,うに,ウニ,ウニ
しづか,名詞,固有名詞,人名,名,*,*,しづか,シヅカ,シズカ
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
つめたい,形容詞,自立,*,*,形容詞・アウオ段,基本形,つめたい,ツメタイ,ツメタイ
。,記号,句点,*,*,*,*,。,。,。
僕,名詞,代名詞,一般,*,*,*,僕,ボク,ボク
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
あれ,名詞,代名詞,一般,*,*,*,あれ,アレ,アレ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
よく,副詞,一般,*,*,*,*,よく,ヨク,ヨク
見,動詞,自立,*,*,一段,連用形,見る,ミ,ミ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
こころ,名詞,一般,*,*,*,*,こころ,ココロ,ココロ
もち,名詞,一般,*,*,*,*,もち,モチ,モチ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
づめるんだ,名詞,一般,*,*,*,*,づめるんだ,*,*
。,記号,句点,*,*,*,*,。,。,。
）,記号,括弧閉,*,*,*,*,）,）,）
ジヨバンニ,名詞,一般,*,*,*,*,ジヨバンニ,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
熱,名詞,一般,*,*,*,*,熱,ネツ,ネツ
つて,名詞,一般,*,*,*,*,つて,ツテ,ツテ
痛い,形容詞,自立,*,*,形容詞・アウオ段,基本形,痛い,イタイ,イタイ
あ,フィラー,*,*,*,*,*,あ,ア,ア
たま,名詞,一般,*,*,*,*,たま,タマ,タマ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
兩手,名詞,一般,*,*,*,*,兩手,*,*
で,助詞,格助詞,一般,*,*,*,で,デ,デ
押,名詞,一般,*,*,*,*,押,*,*
へる,動詞,自立,*,*,一段,基本形,へる,ヘル,ヘル
やう,名詞,非自立,助動詞語幹,*,*,*,やう,ヤウ,ヨー
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
そつ,名詞,一般,*,*,*,*,そつ,ソツ,ソツ
ちの,名詞,固有名詞,地域,一般,*,*,ちの,チノ,チノ
方,名詞,接尾,一般,*,*,*,方,カタ,カタ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
見,動詞,自立,*,*,一段,連用形,見る,ミ,ミ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
（,記号,括弧開,*,*,*,*,（,（,（
ああ,感動詞,*,*,*,*,*,ああ,アア,アー
ほん,名詞,一般,*,*,*,*,ほん,ホン,ホン
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
うに,名詞,一般,*,*,*,*,うに,ウニ,ウニ
どこ,名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ
まで,助詞,副助詞,*,*,*,*,まで,マデ,マデ
も,助詞,係助詞,*,*,*,*,も,モ,モ
どこ,名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ
まで,助詞,副助詞,*,*,*,*,まで,マデ,マデ
も,助詞,係助詞,*,*,*,*,も,モ,モ
僕,名詞,代名詞,一般,*,*,*,僕,ボク,ボク
と,助詞,格助詞,一般,*,*,*,と,ト,ト
いつ,名詞,代名詞,一般,*,*,*,いつ,イツ,イツ
しよ,動詞,自立,*,*,サ変・スル,未然ウ接続,する,シヨ,シヨ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
行く,動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク
ひと,名詞,一般,*,*,*,*,ひと,ヒト,ヒト
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
だら,助動詞,*,*,*,特殊・ダ,未然形,だ,ダラ,ダラ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。,記号,句点,*,*,*,*,。,。,。
カムパネルラ,名詞,一般,*,*,*,*,カムパネルラ,*,*
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
つて,名詞,一般,*,*,*,*,つて,ツテ,ツテ
あんな,連体詞,*,*,*,*,*,あんな,アンナ,アンナ
女の子,名詞,一般,*,*,*,*,女の子,オンナノコ,オンナノコ
と,助詞,並立助詞,*,*,*,*,と,ト,ト
おもしろ,形容詞,自立,*,*,形容詞・アウオ段,ガル接続,おもしろい,オモシロ,オモシロ
さ,名詞,接尾,特殊,*,*,*,さ,サ,サ
うに,名詞,一般,*,*,*,*,うに,ウニ,ウニ
話し,動詞,自立,*,*,五段・サ行,連用形,話す,ハナシ,ハナシ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ゐる,動詞,自立,*,*,一段,基本形,ゐる,ヰル,イル
し,助詞,接続助詞,*,*,*,*,し,シ,シ
、,記号,読点,*,*,*,*,、,、,、
僕,名詞,代名詞,一般,*,*,*,僕,ボク,ボク
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
ほん,名詞,一般,*,*,*,*,ほん,ホン,ホン
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
うに,名詞,一般,*,*,*,*,うに,ウニ,ウニ
つらい,形容詞,自立,*,*,形容詞・アウオ段,基本形,つらい,ツライ,ツライ
なあ,助詞,終助詞,*,*,*,*,なあ,ナア,ナー
。,記号,句点,*,*,*,*,。,。,。
）,記号,括弧閉,*,*,*,*,）,）,）
ジヨバンニ,名詞,一般,*,*,*,*,ジヨバンニ,*,*
の,助詞,連体化,*,*,*,*,の,ノ,ノ
眼,名詞,一般,*,*,*,*,眼,メ,メ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
また,接続詞,*,*,*,*,*,また,マタ,マタ
泪,名詞,一般,*,*,*,*,泪,ナミダ,ナミダ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
い,動詞,自立,*,*,一段,連用形,いる,イ,イ
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ
ぱいになり,名詞,一般,*,*,*,*,ぱいになり,*,*
、,記号,読点,*,*,*,*,、,、,、
天の川,名詞,一般,*,*,*,*,天の川,アマノガワ,アマノガワ
も,助詞,係助詞,*,*,*,*,も,モ,モ
まるで,副詞,一般,*,*,*,*,まるで,マルデ,マルデ
遠く,名詞,副詞可能,*,*,*,*,遠く,トオク,トーク
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
行,名詞,一般,*,*,*,*,行,クダリ,クダリ
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
やう,名詞,非自立,助動詞語幹,*,*,*,やう,ヤウ,ヨー
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
ぼんやり,副詞,一般,*,*,*,*,ぼんやり,ボンヤリ,ボンヤリ
白く,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,白い,シロク,シロク
見える,動詞,自立,*,*,一段,基本形,見える,ミエル,ミエル
だけ,助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ
でし,助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
とき,名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ
汽車,名詞,一般,*,*,*,*,汽車,キシャ,キシャ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
だんだん,副詞,助詞類接続,*,*,*,*,だんだん,ダンダン,ダンダン
川,名詞,一般,*,*,*,*,川,カワ,カワ
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
なれ,動詞,自立,*,*,一段,連用形,なれる,ナレ,ナレ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
崖,名詞,一般,*,*,*,*,崖,ガケ,ガケ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
上,名詞,非自立,副詞可能,*,*,*,上,ウエ,ウエ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
通る,動詞,自立,*,*,五段・ラ行,基本形,通る,トオル,トール
やう,名詞,非自立,助動詞語幹,*,*,*,やう,ヤウ,ヨー
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
なり,動詞,自立,*,*,五段・ラ行,連用形,なる,ナリ,ナリ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
向う岸,名詞,一般,*,*,*,*,向う岸,ムコウギシ,ムコーギシ
も,助詞,係助詞,*,*,*,*,も,モ,モ
また,接続詞,*,*,*,*,*,また,マタ,マタ
黒,名詞,一般,*,*,*,*,黒,クロ,クロ
いい,形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イイ
ろ,名詞,一般,*,*,*,*,ろ,ロ,ロ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
崖,名詞,一般,*,*,*,*,崖,ガケ,ガケ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
川,名詞,一般,*,*,*,*,川,カワ,カワ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
岸,名詞,一般,*,*,*,*,岸,キシ,キシ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
下流,名詞,一般,*,*,*,*,下流,カリュウ,カリュー
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
下る,動詞,自立,*,*,五段・ラ行,基本形,下る,クダル,クダル
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
つて,名詞,一般,*,*,*,*,つて,ツテ,ツテ
、,記号,読点,*,*,*,*,、,、,、
だんだん,副詞,助詞類接続,*,*,*,*,だんだん,ダンダン,ダンダン
高く,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,高い,タカク,タカク
な,助動詞,*,*,*,特殊・ナイ,ガル接続,ない,ナ,ナ
つて,名詞,一般,*,*,*,*,つて,ツテ,ツテ
行く,動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
でし,助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
そして,接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
ちら,副詞,一般,*,*,*,*,ちら,チラ,チラ
つと,副詞,一般,*,*,*,*,つと,ツト,ツト
大きな,連体詞,*,*,*,*,*,大きな,オオキナ,オーキナ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
う,感動詞,*,*,*,*,*,う,ウ,ウ
もろこし,名詞,一般,*,*,*,*,もろこし,モロコシ,モロコシ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
木,名詞,一般,*,*,*,*,木,キ,キ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
見,動詞,自立,*,*,一段,連用形,見る,ミ,ミ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
葉,名詞,一般,*,*,*,*,葉,ハ,ハ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
ぐるぐる,副詞,一般,*,*,*,*,ぐるぐる,グルグル,グルグル
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
縮れ,動詞,自立,*,*,一段,連用形,縮れる,チヂレ,チジレ
、,記号,読点,*,*,*,*,、,、,、
葉,名詞,一般,*,*,*,*,葉,ハ,ハ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
下,名詞,一般,*,*,*,*,下,シタ,シタ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
もう,副詞,一般,*,*,*,*,もう,モウ,モー
美しい,形容詞,自立,*,*,形容詞・イ段,基本形,美しい,ウツクシイ,ウツクシイ
緑,名詞,一般,*,*,*,*,緑,ミドリ,ミドリ
いろ,動詞,自立,*,*,一段,命令ｒｏ,いる,イロ,イロ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
大きな,連体詞,*,*,*,*,*,大きな,オオキナ,オーキナ
苞,名詞,一般,*,*,*,*,苞,ツト,ツト
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
赤い,形容詞,自立,*,*,形容詞・アウオ段,基本形,赤い,アカイ,アカイ
毛,名詞,一般,*,*,*,*,毛,ケ,ケ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
吐い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,吐く,ハイ,ハイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
眞,名詞,固有名詞,人名,名,*,*,眞,マコト,マコト
珠,名詞,一般,*,*,*,*,珠,タマ,タマ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
やう,名詞,非自立,助動詞語幹,*,*,*,やう,ヤウ,ヨー
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
實,名詞,固有名詞,人名,名,*,*,實,ミノル,ミノル
も,助詞,係助詞,*,*,*,*,も,モ,モ
ちら,動詞,自立,*,*,五段・ラ行,未然形,ちる,チラ,チラ
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
見え,動詞,自立,*,*,一段,連用形,見える,ミエ,ミエ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
でし,助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
だんだん,副詞,助詞類接続,*,*,*,*,だんだん,ダンダン,ダンダン
數,名詞,一般,*,*,*,*,數,*,*
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
増し,動詞,自立,*,*,五段・サ行,連用形,増す,マシ,マシ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
來,名詞,一般,*,*,*,*,來,*,*
て,助詞,格助詞,連語,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
もう,副詞,一般,*,*,*,*,もう,モウ,モー
いま,名詞,副詞可能,*,*,*,*,いま,イマ,イマ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
列,名詞,一般,*,*,*,*,列,レツ,レツ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
やう,名詞,非自立,助動詞語幹,*,*,*,やう,ヤウ,ヨー
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
崖,名詞,一般,*,*,*,*,崖,ガケ,ガケ
と,助詞,並立助詞,*,*,*,*,と,ト,ト
線路,名詞,一般,*,*,*,*,線路,センロ,センロ
と,助詞,格助詞,一般,*,*,*,と,ト,ト
の,助詞,連体化,*,*,*,*,の,ノ,ノ
間,名詞,一般,*,*,*,*,間,マ,マ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
ならび,動詞,自立,*,*,五段・バ行,連用形,ならぶ,ナラビ,ナラビ
、,記号,読点,*,*,*,*,、,、,、
思は,動詞,自立,*,*,四段・ハ行,未然形,思ふ,オモハ,オモワ
ず,助動詞,*,*,*,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ
ジヨバンニ,名詞,一般,*,*,*,*,ジヨバンニ,*,*
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
窓,名詞,一般,*,*,*,*,窓,マド,マド
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ
顏,名詞,一般,*,*,*,*,顏,*,*
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
引つ,動詞,自立,*,*,五段・ラ行,体言接続特殊２,引つる,ヒキツ,ヒキツ
込め,動詞,自立,*,*,一段,連用形,込める,コメ,コメ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
向う側,名詞,一般,*,*,*,*,向う側,ムコウガワ,ムコーガワ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
窓,名詞,一般,*,*,*,*,窓,マド,マド
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
見,動詞,自立,*,*,一段,連用形,見る,ミ,ミ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
とき,名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
美しい,形容詞,自立,*,*,形容詞・イ段,基本形,美しい,ウツクシイ,ウツクシイ
そら,感動詞,*,*,*,*,*,そら,ソラ,ソラ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
野原,名詞,一般,*,*,*,*,野原,ノハラ,ノハラ
、,記号,読点,*,*,*,*,、,、,、
地平線,名詞,一般,*,*,*,*,地平線,チヘイセン,チヘイセン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
はて,名詞,一般,*,*,*,*,はて,ハテ,ハテ
まで,助詞,副助詞,*,*,*,*,まで,マデ,マデ
、,記号,読点,*,*,*,*,、,、,、
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
大きな,連体詞,*,*,*,*,*,大きな,オオキナ,オーキナ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
う,感動詞,*,*,*,*,*,う,ウ,ウ
もろこし,名詞,一般,*,*,*,*,もろこし,モロコシ,モロコシ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
木,名詞,一般,*,*,*,*,木,キ,キ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
ほとんど,副詞,一般,*,*,*,*,ほとんど,ホトンド,ホトンド
いち,名詞,一般,*,*,*,*,いち,イチ,イチ
めん,名詞,一般,*,*,*,*,めん,メン,メン
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
植,名詞,固有名詞,地域,一般,*,*,植,ウエ,ウエ
ゑられてさやさや,名詞,一般,*,*,*,*,ゑられてさやさや,*,*
風,名詞,接尾,一般,*,*,*,風,フウ,フー
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
ゆらぎ,動詞,自立,*,*,五段・ガ行,連用形,ゆらぐ,ユラギ,ユラギ
、,記号,読点,*,*,*,*,、,、,、
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
立派,名詞,形容動詞語幹,*,*,*,*,立派,リッパ,リッパ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
ちぢれ,動詞,自立,*,*,一段,連用形,ちぢれる,チヂレ,チジレ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
葉,名詞,一般,*,*,*,*,葉,ハ,ハ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
さき,名詞,一般,*,*,*,*,さき,サキ,サキ
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
まるで,副詞,一般,*,*,*,*,まるで,マルデ,マルデ
ひる,動詞,自立,*,*,一段,基本形,ひる,ヒル,ヒル
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
間,名詞,接尾,一般,*,*,*,間,カン,カン
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
い,動詞,自立,*,*,一段,連用形,いる,イ,イ
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ
ぱい,名詞,一般,*,*,*,*,ぱい,*,*
日光,名詞,固有名詞,地域,一般,*,*,日光,ニッコウ,ニッコー
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
吸,名詞,一般,*,*,*,*,吸,*,*
つた,名詞,固有名詞,人名,名,*,*,つた,ツタ,ツタ
金剛石,名詞,一般,*,*,*,*,金剛石,コンゴウセキ,コンゴーセキ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
やう,名詞,非自立,助動詞語幹,*,*,*,やう,ヤウ,ヨー
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
、,記号,読点,*,*,*,*,、,、,、
露,名詞,固有名詞,地域,国,*,*,露,ロ,ロ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
い,動詞,自立,*,*,一段,連用形,いる,イ,イ
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ
ぱいについて,名詞,一般,*,*,*,*,ぱいについて,*,*
赤,名詞,一般,*,*,*,*,赤,アカ,アカ
や,助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
緑,名詞,一般,*,*,*,*,緑,ミドリ,ミドリ
や,助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
きらきら,副詞,一般,*,*,*,*,きらきら,キラキラ,キラキラ
燃え,動詞,自立,*,*,一段,連用形,燃える,モエ,モエ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
光,名詞,一般,*,*,*,*,光,ヒカリ,ヒカリ
つて,名詞,一般,*,*,*,*,つて,ツテ,ツテ
ゐる,動詞,自立,*,*,一段,基本形,ゐる,ヰル,イル
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
でし,助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
カムパネルラ,名詞,一般,*,*,*,*,カムパネルラ,*,*
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
、,記号,読点,*,*,*,*,、,、,、
「,記号,括弧開,*,*,*,*,「,「,「
あれ,動詞,自立,*,*,一段,連用形,あれる,アレ,アレ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
う,感動詞,*,*,*,*,*,う,ウ,ウ
もろこし,名詞,一般,*,*,*,*,もろこし,モロコシ,モロコシ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
ねえ,助詞,終助詞,*,*,*,*,ねえ,ネエ,ネー
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
と,助詞,格助詞,引用,*,*,*,と,ト,ト
ジヨバンニ,名詞,一般,*,*,*,*,ジヨバンニ,*,*
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
云,名詞,一般,*,*,*,*,云,ウン,ウン
ひ,動詞,自立,*,*,一段,連用形,ひる,ヒ,ヒ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
けれども,助詞,接続助詞,*,*,*,*,けれども,ケレドモ,ケレドモ
、,記号,読点,*,*,*,*,、,、,、
ジヨバンニ,名詞,一般,*,*,*,*,ジヨバンニ,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
どうしても,副詞,一般,*,*,*,*,どうしても,ドウシテモ,ドーシテモ
氣持,名詞,一般,*,*,*,*,氣持,*,*
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
な,助詞,終助詞,*,*,*,*,な,ナ,ナ
ほり,動詞,自立,*,*,五段・ラ行,連用形,ほる,ホリ,ホリ
ませ,助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ
ん,助動詞,*,*,*,不変化型,基本形,ん,ン,ン
でし,助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ
、,記号,読点,*,*,*,*,、,、,、
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
だぶつき,動詞,自立,*,*,五段・カ行イ音便,連用形,だぶつく,ダブツキ,ダブツキ
ら,名詞,接尾,一般,*,*,*,ら,ラ,ラ
棒,名詞,一般,*,*,*,*,棒,ボウ,ボー
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
野原,名詞,一般,*,*,*,*,野原,ノハラ,ノハラ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
見,動詞,自立,*,*,一段,連用形,見る,ミ,ミ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
まま,名詞,非自立,副詞可能,*,*,*,まま,ママ,ママ
